t/s,CO2_exc,Bic_exc,CO2_srf,Bic_srf,CO2_cyt,Bic_cyt,CO2_chp,Bic_chp,CO2_pyr,Bic_pyr
0.0000e+00,1.9778e+01,2.2102e+03,1.9778e+01,2.2102e+03,1.9778e+01,2.7105e-01,1.9778e+01,1.5242e-01,1.9778e+01,1.5242e-01
2.2990e-09,1.9778e+01,2.2102e+03,1.9778e+01,2.2102e+03,1.9778e+01,2.7105e-01,1.9778e+01,1.5242e-01,1.9777e+01,1.5273e-01
4.5981e-09,1.9778e+01,2.2102e+03,1.9778e+01,2.2102e+03,1.9778e+01,2.7106e-01,1.9778e+01,1.5242e-01,1.9777e+01,1.5304e-01
2.7588e-08,1.9778e+01,2.2102e+03,1.9778e+01,2.2102e+03,1.9778e+01,2.7111e-01,1.9778e+01,1.5242e-01,1.9774e+01,1.5611e-01
5.0579e-08,1.9778e+01,2.2102e+03,1.9778e+01,2.2102e+03,1.9778e+01,2.7116e-01,1.9778e+01,1.5242e-01,1.9771e+01,1.5918e-01
1.2043e-07,1.9778e+01,2.2102e+03,1.9778e+01,2.2102e+03,1.9778e+01,2.7131e-01,1.9778e+01,1.5242e-01,1.9762e+01,1.6851e-01
1.9028e-07,1.9778e+01,2.2102e+03,1.9778e+01,2.2102e+03,1.9777e+01,2.7146e-01,1.9778e+01,1.5242e-01,1.9752e+01,1.7784e-01
2.6013e-07,1.9778e+01,2.2102e+03,1.9778e+01,2.2102e+03,1.9777e+01,2.7161e-01,1.9778e+01,1.5242e-01,1.9743e+01,1.8717e-01
4.4515e-07,1.9778e+01,2.2102e+03,1.9778e+01,2.2102e+03,1.9777e+01,2.7202e-01,1.9778e+01,1.5242e-01,1.9718e+01,2.1184e-01
6.3018e-07,1.9778e+01,2.2102e+03,1.9778e+01,2.2102e+03,1.9776e+01,2.7242e-01,1.9778e+01,1.5242e-01,1.9694e+01,2.3649e-01
8.1521e-07,1.9778e+01,2.2102e+03,1.9778e+01,2.2102e+03,1.9776e+01,2.7282e-01,1.9778e+01,1.5242e-01,1.9669e+01,2.6110e-01
1.7315e-06,1.9778e+01,2.2102e+03,1.9778e+01,2.2102e+03,1.9774e+01,2.7481e-01,1.9778e+01,1.5242e-01,1.9548e+01,3.8254e-01
2.6478e-06,1.9778e+01,2.2102e+03,1.9778e+01,2.2102e+03,1.9772e+01,2.7681e-01,1.9778e+01,1.5242e-01,1.9427e+01,5.0322e-01
3.5640e-06,1.9778e+01,2.2102e+03,1.9778e+01,2.2102e+03,1.9770e+01,2.7880e-01,1.9778e+01,1.5242e-01,1.9307e+01,6.2315e-01
5.2786e-06,1.9778e+01,2.2102e+03,1.9778e+01,2.2102e+03,1.9766e+01,2.8253e-01,1.9778e+01,1.5243e-01,1.9085e+01,8.4556e-01
6.9932e-06,1.9778e+01,2.2102e+03,1.9778e+01,2.2102e+03,1.9763e+01,2.8625e-01,1.9778e+01,1.5243e-01,1.8865e+01,1.0654e+00
8.7078e-06,1.9778e+01,2.2102e+03,1.9778e+01,2.2102e+03,1.9759e+01,2.8998e-01,1.9778e+01,1.5244e-01,1.8648e+01,1.2826e+00
1.0422e-05,1.9778e+01,2.2102e+03,1.9778e+01,2.2102e+03,1.9756e+01,2.9370e-01,1.9778e+01,1.5245e-01,1.8433e+01,1.4974e+00
1.4588e-05,1.9778e+01,2.2102e+03,1.9778e+01,2.2102e+03,1.9747e+01,3.0275e-01,1.9777e+01,1.5247e-01,1.7922e+01,2.0087e+00
1.8753e-05,1.9778e+01,2.2102e+03,1.9778e+01,2.2102e+03,1.9738e+01,3.1180e-01,1.9777e+01,1.5251e-01,1.7425e+01,2.5057e+00
2.2918e-05,1.9778e+01,2.2102e+03,1.9778e+01,2.2102e+03,1.9729e+01,3.2083e-01,1.9777e+01,1.5255e-01,1.6942e+01,2.9887e+00
2.7083e-05,1.9778e+01,2.2102e+03,1.9777e+01,2.2102e+03,1.9720e+01,3.2987e-01,1.9776e+01,1.5259e-01,1.6472e+01,3.4582e+00
3.7881e-05,1.9778e+01,2.2102e+03,1.9777e+01,2.2102e+03,1.9698e+01,3.5327e-01,1.9775e+01,1.5275e-01,1.5316e+01,4.6151e+00
4.8679e-05,1.9778e+01,2.2102e+03,1.9777e+01,2.2102e+03,1.9675e+01,3.7665e-01,1.9773e+01,1.5295e-01,1.4242e+01,5.6897e+00
5.9477e-05,1.9778e+01,2.2102e+03,1.9776e+01,2.2102e+03,1.9653e+01,4.0000e-01,1.9770e+01,1.5319e-01,1.3244e+01,6.6881e+00
7.0275e-05,1.9778e+01,2.2102e+03,1.9776e+01,2.2102e+03,1.9630e+01,4.2332e-01,1.9768e+01,1.5347e-01,1.2318e+01,7.6156e+00
8.1072e-05,1.9778e+01,2.2102e+03,1.9775e+01,2.2102e+03,1.9608e+01,4.4662e-01,1.9764e+01,1.5379e-01,1.1457e+01,8.4773e+00
9.5100e-05,1.9778e+01,2.2102e+03,1.9774e+01,2.2102e+03,1.9580e+01,4.7684e-01,1.9760e+01,1.5425e-01,1.0430e+01,9.5060e+00
1.0913e-04,1.9778e+01,2.2102e+03,1.9773e+01,2.2102e+03,1.9551e+01,5.0702e-01,1.9754e+01,1.5476e-01,9.4965e+00,1.0441e+01
1.2316e-04,1.9778e+01,2.2102e+03,1.9772e+01,2.2102e+03,1.9523e+01,5.3716e-01,1.9748e+01,1.5531e-01,8.6485e+00,1.1291e+01
1.3718e-04,1.9778e+01,2.2102e+03,1.9771e+01,2.2102e+03,1.9495e+01,5.6725e-01,1.9741e+01,1.5591e-01,7.8780e+00,1.2063e+01
1.5121e-04,1.9778e+01,2.2102e+03,1.9770e+01,2.2102e+03,1.9468e+01,5.9730e-01,1.9734e+01,1.5655e-01,7.1780e+00,1.2765e+01
1.6524e-04,1.9778e+01,2.2102e+03,1.9768e+01,2.2102e+03,1.9440e+01,6.2731e-01,1.9727e+01,1.5722e-01,6.5420e+00,1.3403e+01
1.8409e-04,1.9778e+01,2.2102e+03,1.9766e+01,2.2102e+03,1.9403e+01,6.6755e-01,1.9715e+01,1.5817e-01,5.7781e+00,1.4170e+01
2.0293e-04,1.9778e+01,2.2102e+03,1.9764e+01,2.2102e+03,1.9367e+01,7.0772e-01,1.9703e+01,1.5917e-01,5.1066e+00,1.4844e+01
2.2178e-04,1.9778e+01,2.2102e+03,1.9762e+01,2.2102e+03,1.9331e+01,7.4782e-01,1.9690e+01,1.6021e-01,4.5162e+00,1.5438e+01
2.4063e-04,1.9778e+01,2.2102e+03,1.9760e+01,2.2102e+03,1.9295e+01,7.8783e-01,1.9677e+01,1.6129e-01,3.9972e+00,1.5960e+01
2.5948e-04,1.9778e+01,2.2102e+03,1.9758e+01,2.2102e+03,1.9259e+01,8.2778e-01,1.9662e+01,1.6241e-01,3.5409e+00,1.6420e+01
2.7832e-04,1.9778e+01,2.2102e+03,1.9756e+01,2.2102e+03,1.9224e+01,8.6764e-01,1.9647e+01,1.6356e-01,3.1398e+00,1.6825e+01
2.9697e-04,1.9778e+01,2.2102e+03,1.9753e+01,2.2102e+03,1.9189e+01,9.0701e-01,1.9632e+01,1.6472e-01,2.7908e+00,1.7177e+01
3.1561e-04,1.9778e+01,2.2102e+03,1.9751e+01,2.2102e+03,1.9155e+01,9.4631e-01,1.9615e+01,1.6590e-01,2.4835e+00,1.7488e+01
3.3426e-04,1.9778e+01,2.2102e+03,1.9748e+01,2.2102e+03,1.9121e+01,9.8553e-01,1.9599e+01,1.6710e-01,2.2130e+00,1.7762e+01
3.5290e-04,1.9778e+01,2.2102e+03,1.9746e+01,2.2102e+03,1.9087e+01,1.0247e+00,1.9581e+01,1.6832e-01,1.9749e+00,1.8004e+01
3.7155e-04,1.9778e+01,2.2102e+03,1.9743e+01,2.2102e+03,1.9053e+01,1.0638e+00,1.9563e+01,1.6956e-01,1.7652e+00,1.8217e+01
3.9019e-04,1.9778e+01,2.2102e+03,1.9741e+01,2.2102e+03,1.9020e+01,1.1028e+00,1.9545e+01,1.7081e-01,1.5807e+00,1.8406e+01
4.0874e-04,1.9778e+01,2.2102e+03,1.9738e+01,2.2102e+03,1.8987e+01,1.1415e+00,1.9526e+01,1.7207e-01,1.4190e+00,1.8571e+01
4.2728e-04,1.9778e+01,2.2102e+03,1.9736e+01,2.2102e+03,1.8954e+01,1.1802e+00,1.9507e+01,1.7333e-01,1.2766e+00,1.8717e+01
4.4583e-04,1.9778e+01,2.2102e+03,1.9733e+01,2.2102e+03,1.8921e+01,1.2188e+00,1.9487e+01,1.7461e-01,1.1512e+00,1.8847e+01
4.6437e-04,1.9778e+01,2.2102e+03,1.9730e+01,2.2102e+03,1.8889e+01,1.2573e+00,1.9467e+01,1.7589e-01,1.0407e+00,1.8961e+01
4.8292e-04,1.9778e+01,2.2102e+03,1.9728e+01,2.2102e+03,1.8856e+01,1.2958e+00,1.9447e+01,1.7718e-01,9.4330e-01,1.9062e+01
5.0146e-04,1.9778e+01,2.2102e+03,1.9725e+01,2.2102e+03,1.8824e+01,1.3342e+00,1.9426e+01,1.7848e-01,8.5752e-01,1.9152e+01
5.2050e-04,1.9778e+01,2.2102e+03,1.9722e+01,2.2102e+03,1.8792e+01,1.3735e+00,1.9404e+01,1.7981e-01,7.8007e-01,1.9233e+01
5.3954e-04,1.9778e+01,2.2102e+03,1.9720e+01,2.2102e+03,1.8759e+01,1.4128e+00,1.9382e+01,1.8116e-01,7.1206e-01,1.9305e+01
5.5858e-04,1.9778e+01,2.2102e+03,1.9717e+01,2.2102e+03,1.8727e+01,1.4520e+00,1.9360e+01,1.8250e-01,6.5234e-01,1.9369e+01
5.7762e-04,1.9778e+01,2.2102e+03,1.9714e+01,2.2102e+03,1.8695e+01,1.4911e+00,1.9337e+01,1.8385e-01,5.9991e-01,1.9425e+01
5.9666e-04,1.9778e+01,2.2102e+03,1.9712e+01,2.2102e+03,1.8663e+01,1.5302e+00,1.9314e+01,1.8521e-01,5.5387e-01,1.9475e+01
6.1570e-04,1.9778e+01,2.2102e+03,1.9709e+01,2.2102e+03,1.8631e+01,1.5692e+00,1.9291e+01,1.8657e-01,5.1345e-01,1.9520e+01
6.3567e-04,1.9778e+01,2.2102e+03,1.9706e+01,2.2102e+03,1.8598e+01,1.6101e+00,1.9266e+01,1.8800e-01,4.7633e-01,1.9561e+01
6.5564e-04,1.9778e+01,2.2102e+03,1.9703e+01,2.2102e+03,1.8565e+01,1.6508e+00,1.9241e+01,1.8943e-01,4.4394e-01,1.9598e+01
6.7561e-04,1.9778e+01,2.2102e+03,1.9700e+01,2.2102e+03,1.8532e+01,1.6915e+00,1.9216e+01,1.9086e-01,4.1568e-01,1.9630e+01
6.9558e-04,1.9778e+01,2.2102e+03,1.9698e+01,2.2102e+03,1.8499e+01,1.7322e+00,1.9191e+01,1.9229e-01,3.9101e-01,1.9659e+01
7.1555e-04,1.9778e+01,2.2102e+03,1.9695e+01,2.2102e+03,1.8467e+01,1.7727e+00,1.9165e+01,1.9373e-01,3.6949e-01,1.9685e+01
7.3552e-04,1.9778e+01,2.2102e+03,1.9692e+01,2.2102e+03,1.8434e+01,1.8132e+00,1.9139e+01,1.9517e-01,3.5071e-01,1.9707e+01
7.5697e-04,1.9778e+01,2.2102e+03,1.9689e+01,2.2102e+03,1.8400e+01,1.8566e+00,1.9111e+01,1.9672e-01,3.3319e-01,1.9729e+01
7.7841e-04,1.9778e+01,2.2102e+03,1.9686e+01,2.2102e+03,1.8365e+01,1.8999e+00,1.9082e+01,1.9826e-01,3.1805e-01,1.9749e+01
7.9985e-04,1.9778e+01,2.2102e+03,1.9683e+01,2.2102e+03,1.8331e+01,1.9431e+00,1.9054e+01,1.9981e-01,3.0497e-01,1.9766e+01
8.2130e-04,1.9778e+01,2.2102e+03,1.9680e+01,2.2102e+03,1.8297e+01,1.9862e+00,1.9025e+01,2.0136e-01,2.9366e-01,1.9782e+01
8.4274e-04,1.9778e+01,2.2102e+03,1.9677e+01,2.2102e+03,1.8263e+01,2.0293e+00,1.8996e+01,2.0292e-01,2.8388e-01,1.9796e+01
8.6418e-04,1.9778e+01,2.2102e+03,1.9674e+01,2.2102e+03,1.8230e+01,2.0723e+00,1.8967e+01,2.0447e-01,2.7543e-01,1.9809e+01
8.8794e-04,1.9778e+01,2.2102e+03,1.9671e+01,2.2102e+03,1.8193e+01,2.1198e+00,1.8935e+01,2.0619e-01,2.6739e-01,1.9822e+01
9.1170e-04,1.9778e+01,2.2102e+03,1.9668e+01,2.2102e+03,1.8156e+01,2.1672e+00,1.8902e+01,2.0791e-01,2.6054e-01,1.9834e+01
9.3547e-04,1.9778e+01,2.2102e+03,1.9664e+01,2.2102e+03,1.8119e+01,2.2145e+00,1.8870e+01,2.0963e-01,2.5471e-01,1.9844e+01
9.5923e-04,1.9778e+01,2.2102e+03,1.9661e+01,2.2102e+03,1.8083e+01,2.2618e+00,1.8837e+01,2.1136e-01,2.4974e-01,1.9854e+01
9.8299e-04,1.9778e+01,2.2102e+03,1.9658e+01,2.2102e+03,1.8046e+01,2.3089e+00,1.8804e+01,2.1308e-01,2.4550e-01,1.9863e+01
1.0067e-03,1.9778e+01,2.2102e+03,1.9655e+01,2.2102e+03,1.8010e+01,2.3559e+00,1.8771e+01,2.1481e-01,2.4189e-01,1.9871e+01
1.0340e-03,1.9778e+01,2.2102e+03,1.9651e+01,2.2102e+03,1.7969e+01,2.4097e+00,1.8733e+01,2.1678e-01,2.3840e-01,1.9880e+01
1.0612e-03,1.9778e+01,2.2102e+03,1.9648e+01,2.2102e+03,1.7928e+01,2.4633e+00,1.8695e+01,2.1876e-01,2.3548e-01,1.9888e+01
1.0884e-03,1.9778e+01,2.2102e+03,1.9644e+01,2.2102e+03,1.7887e+01,2.5168e+00,1.8656e+01,2.2074e-01,2.3304e-01,1.9896e+01
1.1156e-03,1.9778e+01,2.2102e+03,1.9641e+01,2.2102e+03,1.7847e+01,2.5701e+00,1.8618e+01,2.2271e-01,2.3100e-01,1.9904e+01
1.1428e-03,1.9778e+01,2.2102e+03,1.9637e+01,2.2102e+03,1.7806e+01,2.6233e+00,1.8579e+01,2.2469e-01,2.2929e-01,1.9910e+01
1.1700e-03,1.9778e+01,2.2102e+03,1.9634e+01,2.2102e+03,1.7766e+01,2.6765e+00,1.8541e+01,2.2667e-01,2.2785e-01,1.9917e+01
1.2021e-03,1.9778e+01,2.2102e+03,1.9629e+01,2.2102e+03,1.7719e+01,2.7391e+00,1.8495e+01,2.2901e-01,2.2644e-01,1.9925e+01
1.2343e-03,1.9778e+01,2.2102e+03,1.9625e+01,2.2102e+03,1.7672e+01,2.8015e+00,1.8450e+01,2.3135e-01,2.2529e-01,1.9932e+01
1.2664e-03,1.9778e+01,2.2102e+03,1.9621e+01,2.2102e+03,1.7625e+01,2.8638e+00,1.8404e+01,2.3369e-01,2.2434e-01,1.9939e+01
1.2986e-03,1.9778e+01,2.2102e+03,1.9617e+01,2.2102e+03,1.7579e+01,2.9259e+00,1.8358e+01,2.3603e-01,2.2355e-01,1.9946e+01
1.3307e-03,1.9778e+01,2.2102e+03,1.9613e+01,2.2102e+03,1.7533e+01,2.9879e+00,1.8312e+01,2.3837e-01,2.2289e-01,1.9953e+01
1.3629e-03,1.9778e+01,2.2102e+03,1.9609e+01,2.2102e+03,1.7487e+01,3.0496e+00,1.8267e+01,2.4071e-01,2.2234e-01,1.9959e+01
1.4022e-03,1.9778e+01,2.2102e+03,1.9604e+01,2.2102e+03,1.7431e+01,3.1250e+00,1.8211e+01,2.4358e-01,2.2178e-01,1.9967e+01
1.4416e-03,1.9778e+01,2.2102e+03,1.9600e+01,2.2102e+03,1.7376e+01,3.2002e+00,1.8155e+01,2.4644e-01,2.2132e-01,1.9975e+01
1.4809e-03,1.9778e+01,2.2102e+03,1.9595e+01,2.2102e+03,1.7321e+01,3.2751e+00,1.8099e+01,2.4931e-01,2.2093e-01,1.9982e+01
1.5203e-03,1.9778e+01,2.2102e+03,1.9590e+01,2.2102e+03,1.7266e+01,3.3498e+00,1.8043e+01,2.5218e-01,2.2060e-01,1.9990e+01
1.5597e-03,1.9778e+01,2.2102e+03,1.9585e+01,2.2102e+03,1.7212e+01,3.4242e+00,1.7987e+01,2.5505e-01,2.2031e-01,1.9997e+01
1.5990e-03,1.9778e+01,2.2102e+03,1.9581e+01,2.2102e+03,1.7158e+01,3.4984e+00,1.7931e+01,2.5792e-01,2.2006e-01,2.0004e+01
1.6494e-03,1.9778e+01,2.2102e+03,1.9575e+01,2.2102e+03,1.7089e+01,3.5931e+00,1.7860e+01,2.6160e-01,2.1977e-01,2.0013e+01
1.6998e-03,1.9778e+01,2.2102e+03,1.9569e+01,2.2102e+03,1.7021e+01,3.6874e+00,1.7790e+01,2.6528e-01,2.1951e-01,2.0022e+01
1.7502e-03,1.9778e+01,2.2102e+03,1.9563e+01,2.2102e+03,1.6953e+01,3.7813e+00,1.7719e+01,2.6896e-01,2.1926e-01,2.0031e+01
1.8007e-03,1.9778e+01,2.2102e+03,1.9557e+01,2.2102e+03,1.6886e+01,3.8748e+00,1.7649e+01,2.7264e-01,2.1904e-01,2.0040e+01
1.8511e-03,1.9778e+01,2.2102e+03,1.9551e+01,2.2102e+03,1.6819e+01,3.9680e+00,1.7579e+01,2.7632e-01,2.1882e-01,2.0049e+01
1.9015e-03,1.9778e+01,2.2102e+03,1.9545e+01,2.2102e+03,1.6753e+01,4.0607e+00,1.7509e+01,2.8000e-01,2.1862e-01,2.0057e+01
1.9704e-03,1.9778e+01,2.2102e+03,1.9538e+01,2.2102e+03,1.6664e+01,4.1871e+00,1.7414e+01,2.8504e-01,2.1834e-01,2.0069e+01
2.0394e-03,1.9778e+01,2.2102e+03,1.9530e+01,2.2102e+03,1.6575e+01,4.3127e+00,1.7320e+01,2.9008e-01,2.1807e-01,2.0081e+01
2.1084e-03,1.9778e+01,2.2102e+03,1.9522e+01,2.2102e+03,1.6487e+01,4.4377e+00,1.7227e+01,2.9512e-01,2.1781e-01,2.0092e+01
2.1774e-03,1.9778e+01,2.2102e+03,1.9515e+01,2.2102e+03,1.6400e+01,4.5620e+00,1.7134e+01,3.0017e-01,2.1755e-01,2.0103e+01
2.2464e-03,1.9778e+01,2.2102e+03,1.9507e+01,2.2102e+03,1.6313e+01,4.6856e+00,1.7042e+01,3.0521e-01,2.1729e-01,2.0114e+01
2.3153e-03,1.9778e+01,2.2102e+03,1.9500e+01,2.2102e+03,1.6228e+01,4.8086e+00,1.6950e+01,3.1026e-01,2.1704e-01,2.0125e+01
2.4201e-03,1.9778e+01,2.2102e+03,1.9489e+01,2.2102e+03,1.6100e+01,4.9940e+00,1.6813e+01,3.1792e-01,2.1665e-01,2.0141e+01
2.5248e-03,1.9778e+01,2.2102e+03,1.9478e+01,2.2102e+03,1.5974e+01,5.1779e+00,1.6677e+01,3.2559e-01,2.1627e-01,2.0157e+01
2.6295e-03,1.9778e+01,2.2102e+03,1.9467e+01,2.2102e+03,1.5850e+01,5.3604e+00,1.6544e+01,3.3326e-01,2.1589e-01,2.0172e+01
2.7342e-03,1.9778e+01,2.2102e+03,1.9457e+01,2.2102e+03,1.5727e+01,5.5414e+00,1.6412e+01,3.4094e-01,2.1552e-01,2.0187e+01
2.8389e-03,1.9778e+01,2.2102e+03,1.9446e+01,2.2102e+03,1.5606e+01,5.7210e+00,1.6281e+01,3.4861e-01,2.1515e-01,2.0201e+01
2.9436e-03,1.9778e+01,2.2102e+03,1.9436e+01,2.2102e+03,1.5487e+01,5.8991e+00,1.6153e+01,3.5629e-01,2.1479e-01,2.0216e+01
3.1278e-03,1.9778e+01,2.2102e+03,1.9418e+01,2.2102e+03,1.5282e+01,6.2090e+00,1.5931e+01,3.6980e-01,2.1415e-01,2.0240e+01
3.3119e-03,1.9778e+01,2.2102e+03,1.9401e+01,2.2102e+03,1.5081e+01,6.5147e+00,1.5714e+01,3.8331e-01,2.1353e-01,2.0263e+01
3.4960e-03,1.9778e+01,2.2102e+03,1.9384e+01,2.2102e+03,1.4886e+01,6.8163e+00,1.5503e+01,3.9683e-01,2.1292e-01,2.0286e+01
3.6801e-03,1.9778e+01,2.2102e+03,1.9368e+01,2.2102e+03,1.4696e+01,7.1139e+00,1.5297e+01,4.1036e-01,2.1232e-01,2.0307e+01
3.8642e-03,1.9777e+01,2.2102e+03,1.9352e+01,2.2102e+03,1.4510e+01,7.4076e+00,1.5096e+01,4.2389e-01,2.1173e-01,2.0327e+01
4.2360e-03,1.9777e+01,2.2102e+03,1.9320e+01,2.2102e+03,1.4149e+01,7.9892e+00,1.4705e+01,4.5122e-01,2.1058e-01,2.0365e+01
4.6077e-03,1.9777e+01,2.2102e+03,1.9291e+01,2.2102e+03,1.3806e+01,8.5561e+00,1.4333e+01,4.7856e-01,2.0947e-01,2.0400e+01
4.9794e-03,1.9777e+01,2.2102e+03,1.9262e+01,2.2102e+03,1.3479e+01,9.1089e+00,1.3979e+01,5.0591e-01,2.0840e-01,2.0431e+01
5.3512e-03,1.9777e+01,2.2102e+03,1.9236e+01,2.2102e+03,1.3169e+01,9.6485e+00,1.3643e+01,5.3326e-01,2.0737e-01,2.0459e+01
5.8548e-03,1.9777e+01,2.2102e+03,1.9201e+01,2.2102e+03,1.2773e+01,1.0359e+01,1.3213e+01,5.7031e-01,2.0603e-01,2.0492e+01
6.3583e-03,1.9777e+01,2.2102e+03,1.9169e+01,2.2102e+03,1.2403e+01,1.1048e+01,1.2812e+01,6.0734e-01,2.0476e-01,2.0520e+01
6.8619e-03,1.9777e+01,2.2102e+03,1.9139e+01,2.2102e+03,1.2057e+01,1.1717e+01,1.2438e+01,6.4435e-01,2.0355e-01,2.0543e+01
7.3655e-03,1.9777e+01,2.2102e+03,1.9112e+01,2.2102e+03,1.1734e+01,1.2367e+01,1.2088e+01,6.8133e-01,2.0240e-01,2.0562e+01
7.8690e-03,1.9777e+01,2.2102e+03,1.9085e+01,2.2102e+03,1.1433e+01,1.2999e+01,1.1761e+01,7.1828e-01,2.0130e-01,2.0576e+01
