t/s,CO2_exc,Bic_exc,CO2_srf,Bic_srf,CO2_cyt,Bic_cyt,CO2_chp,Bic_chp,CO2_pyr,Bic_pyr
8.6486e-03,1.9777e+01,2.2102e+03,1.9048e+01,2.2102e+03,1.1006e+01,1.3944e+01,1.1298e+01,7.7537e-01,1.9970e-01,2.0591e+01
9.4282e-03,1.9776e+01,2.2102e+03,1.9015e+01,2.2102e+03,1.0621e+01,1.4855e+01,1.0881e+01,8.3233e-01,1.9821e-01,2.0598e+01
1.0208e-02,1.9776e+01,2.2102e+03,1.8985e+01,2.2102e+03,1.0276e+01,1.5732e+01,1.0506e+01,8.8914e-01,1.9682e-01,2.0598e+01
1.0987e-02,1.9776e+01,2.2102e+03,1.8958e+01,2.2102e+03,9.9649e+00,1.6581e+01,1.0169e+01,9.4577e-01,1.9552e-01,2.0591e+01
1.1767e-02,1.9776e+01,2.2102e+03,1.8934e+01,2.2102e+03,9.6858e+00,1.7403e+01,9.8666e+00,1.0022e+00,1.9431e-01,2.0579e+01
1.2722e-02,1.9776e+01,2.2102e+03,1.8907e+01,2.2102e+03,9.3821e+00,1.8379e+01,9.5372e+00,1.0711e+00,1.9292e-01,2.0558e+01
1.3677e-02,1.9775e+01,2.2102e+03,1.8884e+01,2.2102e+03,9.1159e+00,1.9323e+01,9.2482e+00,1.1396e+00,1.9164e-01,2.0530e+01
1.4632e-02,1.9775e+01,2.2102e+03,1.8864e+01,2.2102e+03,8.8825e+00,2.0240e+01,8.9950e+00,1.2078e+00,1.9045e-01,2.0497e+01
1.5587e-02,1.9775e+01,2.2102e+03,1.8846e+01,2.2102e+03,8.6781e+00,2.1132e+01,8.7730e+00,1.2756e+00,1.8934e-01,2.0460e+01
1.6542e-02,1.9775e+01,2.2102e+03,1.8830e+01,2.2102e+03,8.4991e+00,2.2003e+01,8.5786e+00,1.3431e+00,1.8830e-01,2.0419e+01
1.7498e-02,1.9774e+01,2.2102e+03,1.8816e+01,2.2102e+03,8.3424e+00,2.2856e+01,8.4084e+00,1.4101e+00,1.8733e-01,2.0375e+01
1.8737e-02,1.9774e+01,2.2102e+03,1.8801e+01,2.2102e+03,8.1682e+00,2.3937e+01,8.2189e+00,1.4966e+00,1.8617e-01,2.0315e+01
1.9976e-02,1.9774e+01,2.2102e+03,1.8788e+01,2.2102e+03,8.0219e+00,2.4994e+01,8.0598e+00,1.5823e+00,1.8509e-01,2.0252e+01
2.1215e-02,1.9773e+01,2.2102e+03,1.8777e+01,2.2102e+03,7.8994e+00,2.6032e+01,7.9264e+00,1.6674e+00,1.8409e-01,2.0186e+01
2.2455e-02,1.9773e+01,2.2102e+03,1.8768e+01,2.2102e+03,7.7969e+00,2.7052e+01,7.8147e+00,1.7518e+00,1.8316e-01,2.0120e+01
2.3694e-02,1.9773e+01,2.2102e+03,1.8760e+01,2.2102e+03,7.7115e+00,2.8057e+01,7.7215e+00,1.8354e+00,1.8230e-01,2.0052e+01
2.4933e-02,1.9772e+01,2.2102e+03,1.8754e+01,2.2102e+03,7.6404e+00,2.9050e+01,7.6438e+00,1.9184e+00,1.8149e-01,1.9985e+01
2.6325e-02,1.9772e+01,2.2102e+03,1.8748e+01,2.2102e+03,7.5750e+00,3.0153e+01,7.5722e+00,2.0109e+00,1.8064e-01,1.9909e+01
2.7718e-02,1.9771e+01,2.2102e+03,1.8743e+01,2.2102e+03,7.5223e+00,3.1244e+01,7.5143e+00,2.1024e+00,1.7985e-01,1.9834e+01
2.9110e-02,1.9771e+01,2.2102e+03,1.8739e+01,2.2102e+03,7.4802e+00,3.2326e+01,7.4679e+00,2.1931e+00,1.7911e-01,1.9761e+01
3.0502e-02,1.9771e+01,2.2102e+03,1.8736e+01,2.2102e+03,7.4468e+00,3.3400e+01,7.4309e+00,2.2830e+00,1.7842e-01,1.9689e+01
3.1895e-02,1.9770e+01,2.2102e+03,1.8733e+01,2.2102e+03,7.4207e+00,3.4467e+01,7.4019e+00,2.3721e+00,1.7777e-01,1.9619e+01
3.3287e-02,1.9770e+01,2.2102e+03,1.8731e+01,2.2102e+03,7.4006e+00,3.5529e+01,7.3793e+00,2.4603e+00,1.7716e-01,1.9551e+01
3.4914e-02,1.9769e+01,2.2102e+03,1.8729e+01,2.2102e+03,7.3833e+00,3.6763e+01,7.3597e+00,2.5624e+00,1.7649e-01,1.9474e+01
3.6540e-02,1.9769e+01,2.2102e+03,1.8727e+01,2.2102e+03,7.3716e+00,3.7991e+01,7.3460e+00,2.6635e+00,1.7587e-01,1.9400e+01
3.8167e-02,1.9768e+01,2.2102e+03,1.8726e+01,2.2102e+03,7.3642e+00,3.9214e+01,7.3371e+00,2.7635e+00,1.7530e-01,1.9330e+01
3.9793e-02,1.9768e+01,2.2102e+03,1.8725e+01,2.2102e+03,7.3603e+00,4.0434e+01,7.3320e+00,2.8624e+00,1.7476e-01,1.9263e+01
4.1420e-02,1.9767e+01,2.2102e+03,1.8725e+01,2.2102e+03,7.3593e+00,4.1650e+01,7.3300e+00,2.9605e+00,1.7426e-01,1.9199e+01
4.3046e-02,1.9767e+01,2.2102e+03,1.8724e+01,2.2102e+03,7.3606e+00,4.2863e+01,7.3305e+00,3.0575e+00,1.7380e-01,1.9139e+01
4.5049e-02,1.9766e+01,2.2102e+03,1.8724e+01,2.2102e+03,7.3646e+00,4.4354e+01,7.3337e+00,3.1757e+00,1.7327e-01,1.9070e+01
4.7052e-02,1.9766e+01,2.2102e+03,1.8724e+01,2.2102e+03,7.3707e+00,4.5840e+01,7.3392e+00,3.2926e+00,1.7279e-01,1.9005e+01
4.9054e-02,1.9765e+01,2.2102e+03,1.8724e+01,2.2102e+03,7.3784e+00,4.7324e+01,7.3464e+00,3.4082e+00,1.7236e-01,1.8946e+01
5.1057e-02,1.9764e+01,2.2102e+03,1.8724e+01,2.2102e+03,7.3874e+00,4.8806e+01,7.3550e+00,3.5225e+00,1.7197e-01,1.8891e+01
5.3060e-02,1.9764e+01,2.2102e+03,1.8725e+01,2.2102e+03,7.3973e+00,5.0284e+01,7.3645e+00,3.6355e+00,1.7162e-01,1.8842e+01
5.5062e-02,1.9763e+01,2.2102e+03,1.8725e+01,2.2102e+03,7.4078e+00,5.1761e+01,7.3749e+00,3.7474e+00,1.7131e-01,1.8797e+01
5.7641e-02,1.9762e+01,2.2102e+03,1.8725e+01,2.2102e+03,7.4223e+00,5.3660e+01,7.3891e+00,3.8899e+00,1.7097e-01,1.8746e+01
6.0221e-02,1.9762e+01,2.2102e+03,1.8726e+01,2.2102e+03,7.4373e+00,5.5555e+01,7.4039e+00,4.0305e+00,1.7068e-01,1.8702e+01
6.2800e-02,1.9761e+01,2.2102e+03,1.8727e+01,2.2102e+03,7.4528e+00,5.7448e+01,7.4192e+00,4.1695e+00,1.7046e-01,1.8666e+01
6.5379e-02,1.9760e+01,2.2102e+03,1.8727e+01,2.2102e+03,7.4686e+00,5.9338e+01,7.4349e+00,4.3068e+00,1.7028e-01,1.8636e+01
6.7958e-02,1.9759e+01,2.2102e+03,1.8728e+01,2.2102e+03,7.4845e+00,6.1224e+01,7.4507e+00,4.4426e+00,1.7016e-01,1.8613e+01
7.0538e-02,1.9759e+01,2.2102e+03,1.8729e+01,2.2102e+03,7.5007e+00,6.3108e+01,7.4668e+00,4.5769e+00,1.7009e-01,1.8596e+01
7.4089e-02,1.9757e+01,2.2102e+03,1.8729e+01,2.2102e+03,7.5230e+00,6.5698e+01,7.4890e+00,4.7596e+00,1.7006e-01,1.8582e+01
7.7641e-02,1.9756e+01,2.2102e+03,1.8730e+01,2.2102e+03,7.5455e+00,6.8283e+01,7.5113e+00,4.9398e+00,1.7012e-01,1.8580e+01
8.1193e-02,1.9755e+01,2.2102e+03,1.8731e+01,2.2102e+03,7.5679e+00,7.0863e+01,7.5337e+00,5.1177e+00,1.7026e-01,1.8587e+01
8.4745e-02,1.9754e+01,2.2102e+03,1.8732e+01,2.2102e+03,7.5904e+00,7.3438e+01,7.5561e+00,5.2935e+00,1.7047e-01,1.8605e+01
8.8296e-02,1.9753e+01,2.2102e+03,1.8733e+01,2.2102e+03,7.6129e+00,7.6007e+01,7.5785e+00,5.4673e+00,1.7075e-01,1.8631e+01
9.1848e-02,1.9752e+01,2.2102e+03,1.8734e+01,2.2102e+03,7.6354e+00,7.8572e+01,7.6009e+00,5.6393e+00,1.7110e-01,1.8666e+01
9.7290e-02,1.9751e+01,2.2102e+03,1.8735e+01,2.2102e+03,7.6697e+00,8.2492e+01,7.6351e+00,5.8995e+00,1.7175e-01,1.8735e+01
1.0273e-01,1.9749e+01,2.2102e+03,1.8737e+01,2.2102e+03,7.7040e+00,8.6401e+01,7.6692e+00,6.1562e+00,1.7253e-01,1.8822e+01
1.0817e-01,1.9747e+01,2.2102e+03,1.8738e+01,2.2102e+03,7.7381e+00,9.0298e+01,7.7033e+00,6.4096e+00,1.7344e-01,1.8924e+01
1.1362e-01,1.9746e+01,2.2102e+03,1.8740e+01,2.2102e+03,7.7722e+00,9.4184e+01,7.7372e+00,6.6603e+00,1.7446e-01,1.9041e+01
1.1906e-01,1.9744e+01,2.2102e+03,1.8741e+01,2.2102e+03,7.8062e+00,9.8058e+01,7.7711e+00,6.9085e+00,1.7558e-01,1.9172e+01
1.2450e-01,1.9743e+01,2.2102e+03,1.8742e+01,2.2102e+03,7.8401e+00,1.0192e+02,7.8048e+00,7.1545e+00,1.7680e-01,1.9315e+01
1.3361e-01,1.9740e+01,2.2102e+03,1.8745e+01,2.2102e+03,7.8966e+00,1.0836e+02,7.8611e+00,7.5625e+00,1.7903e-01,1.9578e+01
1.4273e-01,1.9737e+01,2.2102e+03,1.8747e+01,2.2102e+03,7.9528e+00,1.1477e+02,7.9172e+00,7.9663e+00,1.8147e-01,1.9870e+01
1.5184e-01,1.9735e+01,2.2102e+03,1.8749e+01,2.2102e+03,8.0088e+00,1.2115e+02,7.9729e+00,8.3669e+00,1.8409e-01,2.0185e+01
1.6095e-01,1.9732e+01,2.2102e+03,1.8752e+01,2.2102e+03,8.0644e+00,1.2750e+02,8.0284e+00,8.7653e+00,1.8687e-01,2.0521e+01
1.7007e-01,1.9729e+01,2.2102e+03,1.8754e+01,2.2102e+03,8.1199e+00,1.3382e+02,8.0836e+00,9.1621e+00,1.8979e-01,2.0875e+01
1.7918e-01,1.9727e+01,2.2102e+03,1.8756e+01,2.2102e+03,8.1750e+00,1.4010e+02,8.1386e+00,9.5580e+00,1.9282e-01,2.1245e+01
1.9132e-01,1.9723e+01,2.2102e+03,1.8759e+01,2.2102e+03,8.2480e+00,1.4843e+02,8.2113e+00,1.0085e+01,1.9703e-01,2.1758e+01
2.0346e-01,1.9720e+01,2.2102e+03,1.8762e+01,2.2102e+03,8.3206e+00,1.5670e+02,8.2836e+00,1.0612e+01,2.0140e-01,2.2293e+01
2.1560e-01,1.9717e+01,2.2102e+03,1.8765e+01,2.2102e+03,8.3927e+00,1.6492e+02,8.3555e+00,1.1140e+01,2.0590e-01,2.2845e+01
2.2775e-01,1.9713e+01,2.2102e+03,1.8768e+01,2.2102e+03,8.4643e+00,1.7308e+02,8.4268e+00,1.1670e+01,2.1052e-01,2.3412e+01
2.3989e-01,1.9710e+01,2.2102e+03,1.8771e+01,2.2102e+03,8.5354e+00,1.8119e+02,8.4977e+00,1.2203e+01,2.1523e-01,2.3993e+01
2.5203e-01,1.9707e+01,2.2102e+03,1.8774e+01,2.2102e+03,8.6061e+00,1.8924e+02,8.5682e+00,1.2738e+01,2.2003e-01,2.4584e+01
2.6804e-01,1.9702e+01,2.2102e+03,1.8778e+01,2.2102e+03,8.6986e+00,1.9979e+02,8.6603e+00,1.3449e+01,2.2647e-01,2.5380e+01
2.8405e-01,1.9698e+01,2.2102e+03,1.8781e+01,2.2102e+03,8.7903e+00,2.1024e+02,8.7517e+00,1.4165e+01,2.3302e-01,2.6189e+01
3.0007e-01,1.9694e+01,2.2102e+03,1.8785e+01,2.2102e+03,8.8812e+00,2.2060e+02,8.8423e+00,1.4889e+01,2.3967e-01,2.7012e+01
3.1608e-01,1.9690e+01,2.2102e+03,1.8789e+01,2.2102e+03,8.9714e+00,2.3087e+02,8.9321e+00,1.5619e+01,2.4640e-01,2.7846e+01
3.3209e-01,1.9685e+01,2.2102e+03,1.8793e+01,2.2102e+03,9.0607e+00,2.4105e+02,9.0211e+00,1.6357e+01,2.5321e-01,2.8691e+01
3.4811e-01,1.9681e+01,2.2102e+03,1.8796e+01,2.2102e+03,9.1493e+00,2.5114e+02,9.1094e+00,1.7102e+01,2.6009e-01,2.9545e+01
3.6918e-01,1.9676e+01,2.2102e+03,1.8801e+01,2.2102e+03,9.2646e+00,2.6429e+02,9.2244e+00,1.8094e+01,2.6924e-01,3.0681e+01
3.9025e-01,1.9670e+01,2.2102e+03,1.8806e+01,2.2102e+03,9.3787e+00,2.7729e+02,9.3381e+00,1.9099e+01,2.7849e-01,3.1832e+01
4.1132e-01,1.9665e+01,2.2102e+03,1.8810e+01,2.2102e+03,9.4915e+00,2.9014e+02,9.4504e+00,2.0117e+01,2.8783e-01,3.2996e+01
4.3239e-01,1.9660e+01,2.2102e+03,1.8815e+01,2.2102e+03,9.6030e+00,3.0285e+02,9.5615e+00,2.1148e+01,2.9727e-01,3.4172e+01
4.5346e-01,1.9655e+01,2.2102e+03,1.8819e+01,2.2102e+03,9.7132e+00,3.1541e+02,9.6714e+00,2.2193e+01,3.0679e-01,3.5361e+01
4.7453e-01,1.9650e+01,2.2102e+03,1.8824e+01,2.2102e+03,9.8222e+00,3.2782e+02,9.7800e+00,2.3251e+01,3.1641e-01,3.6561e+01
5.0468e-01,1.9643e+01,2.2102e+03,1.8830e+01,2.2102e+03,9.9759e+00,3.4534e+02,9.9332e+00,2.4787e+01,3.3030e-01,3.8298e+01
5.3483e-01,1.9635e+01,2.2102e+03,1.8837e+01,2.2102e+03,1.0127e+01,3.6258e+02,1.0084e+01,2.6350e+01,3.4437e-01,4.0059e+01
5.6497e-01,1.9629e+01,2.2102e+03,1.8843e+01,2.2102e+03,1.0276e+01,3.7953e+02,1.0232e+01,2.7939e+01,3.5860e-01,4.1841e+01
5.9512e-01,1.9622e+01,2.2102e+03,1.8849e+01,2.2102e+03,1.0422e+01,3.9621e+02,1.0378e+01,2.9555e+01,3.7298e-01,4.3646e+01
6.2527e-01,1.9615e+01,2.2102e+03,1.8855e+01,2.2102e+03,1.0566e+01,4.1261e+02,1.0522e+01,3.1196e+01,3.8753e-01,4.5472e+01
6.5542e-01,1.9608e+01,2.2102e+03,1.8860e+01,2.2102e+03,1.0708e+01,4.2875e+02,1.0663e+01,3.2862e+01,4.0223e-01,4.7320e+01
7.0503e-01,1.9598e+01,2.2102e+03,1.8870e+01,2.2102e+03,1.0936e+01,4.5474e+02,1.0890e+01,3.5659e+01,4.2677e-01,5.0407e+01
7.5465e-01,1.9587e+01,2.2102e+03,1.8879e+01,2.2102e+03,1.1158e+01,4.8004e+02,1.1111e+01,3.8522e+01,4.5170e-01,5.3551e+01
8.0426e-01,1.9577e+01,2.2102e+03,1.8888e+01,2.2102e+03,1.1374e+01,5.0466e+02,1.1327e+01,4.1450e+01,4.7704e-01,5.6749e+01
8.5387e-01,1.9567e+01,2.2102e+03,1.8897e+01,2.2102e+03,1.1585e+01,5.2863e+02,1.1537e+01,4.4442e+01,5.0277e-01,6.0000e+01
9.0349e-01,1.9558e+01,2.2102e+03,1.8905e+01,2.2102e+03,1.1790e+01,5.5195e+02,1.1741e+01,4.7495e+01,5.2889e-01,6.3305e+01
9.5310e-01,1.9548e+01,2.2102e+03,1.8913e+01,2.2102e+03,1.1989e+01,5.7466e+02,1.1939e+01,5.0609e+01,5.5537e-01,6.6660e+01
1.0483e+00,1.9531e+01,2.2102e+03,1.8928e+01,2.2102e+03,1.2356e+01,6.1653e+02,1.2306e+01,5.6748e+01,6.0720e-01,7.3237e+01
1.1434e+00,1.9515e+01,2.2102e+03,1.8943e+01,2.2102e+03,1.2706e+01,6.5628e+02,1.2654e+01,6.3094e+01,6.6032e-01,7.9990e+01
1.2386e+00,1.9499e+01,2.2102e+03,1.8956e+01,2.2102e+03,1.3037e+01,6.9402e+02,1.2984e+01,6.9639e+01,7.1467e-01,8.6913e+01
1.3338e+00,1.9485e+01,2.2102e+03,1.8969e+01,2.2102e+03,1.3352e+01,7.2985e+02,1.3298e+01,7.6375e+01,7.7021e-01,9.3998e+01
1.4290e+00,1.9471e+01,2.2102e+03,1.8982e+01,2.2102e+03,1.3651e+01,7.6386e+02,1.3596e+01,8.3292e+01,8.2687e-01,1.0124e+02
1.6066e+00,1.9447e+01,2.2102e+03,1.9003e+01,2.2102e+03,1.4169e+01,8.2281e+02,1.4112e+01,9.6662e+01,9.3551e-01,1.1514e+02
1.7843e+00,1.9425e+01,2.2102e+03,1.9023e+01,2.2102e+03,1.4639e+01,8.7631e+02,1.4581e+01,1.1059e+02,1.0476e+00,1.2952e+02
1.9619e+00,1.9405e+01,2.2102e+03,1.9040e+01,2.2102e+03,1.5066e+01,9.2486e+02,1.5007e+01,1.2502e+02,1.1629e+00,1.4434e+02
2.1396e+00,1.9387e+01,2.2102e+03,1.9056e+01,2.2102e+03,1.5453e+01,9.6891e+02,1.5394e+01,1.3991e+02,1.2811e+00,1.5955e+02
2.3172e+00,1.9371e+01,2.2102e+03,1.9071e+01,2.2102e+03,1.5805e+01,1.0089e+03,1.5744e+01,1.5523e+02,1.4019e+00,1.7513e+02
2.5501e+00,1.9351e+01,2.2102e+03,1.9088e+01,2.2102e+03,1.6217e+01,1.0557e+03,1.6156e+01,1.7590e+02,1.5641e+00,1.9606e+02
2.7830e+00,1.9335e+01,2.2102e+03,1.9103e+01,2.2102e+03,1.6580e+01,1.0969e+03,1.6518e+01,1.9716e+02,1.7299e+00,2.1749e+02
3.0159e+00,1.9320e+01,2.2102e+03,1.9116e+01,2.2102e+03,1.6900e+01,1.1332e+03,1.6837e+01,2.1894e+02,1.8991e+00,2.3939e+02
3.2488e+00,1.9307e+01,2.2102e+03,1.9128e+01,2.2102e+03,1.7181e+01,1.1651e+03,1.7118e+01,2.4120e+02,2.0713e+00,2.6168e+02
3.4817e+00,1.9295e+01,2.2102e+03,1.9138e+01,2.2102e+03,1.7429e+01,1.1931e+03,1.7366e+01,2.6387e+02,2.2461e+00,2.8434e+02
3.7146e+00,1.9285e+01,2.2102e+03,1.9148e+01,2.2102e+03,1.7647e+01,1.2178e+03,1.7584e+01,2.8692e+02,2.4232e+00,3.0731e+02
4.0242e+00,1.9274e+01,2.2102e+03,1.9158e+01,2.2102e+03,1.7897e+01,1.2460e+03,1.7834e+01,3.1805e+02,2.6618e+00,3.3829e+02
4.3337e+00,1.9264e+01,2.2102e+03,1.9167e+01,2.2102e+03,1.8108e+01,1.2698e+03,1.8045e+01,3.4967e+02,2.9035e+00,3.6969e+02
4.6433e+00,1.9256e+01,2.2102e+03,1.9174e+01,2.2102e+03,1.8286e+01,1.2898e+03,1.8224e+01,3.8171e+02,3.1479e+00,4.0145e+02
4.9529e+00,1.9249e+01,2.2102e+03,1.9181e+01,2.2102e+03,1.8436e+01,1.3067e+03,1.8374e+01,4.1410e+02,3.3946e+00,4.3352e+02
5.2624e+00,1.9243e+01,2.2102e+03,1.9186e+01,2.2102e+03,1.8563e+01,1.3208e+03,1.8501e+01,4.4680e+02,3.6431e+00,4.6585e+02
5.5720e+00,1.9238e+01,2.2102e+03,1.9190e+01,2.2102e+03,1.8670e+01,1.3327e+03,1.8609e+01,4.7975e+02,3.8932e+00,4.9839e+02
5.9275e+00,1.9234e+01,2.2102e+03,1.9195e+01,2.2102e+03,1.8772e+01,1.3440e+03,1.8711e+01,5.1783e+02,4.1820e+00,5.3598e+02
6.2829e+00,1.9230e+01,2.2102e+03,1.9198e+01,2.2102e+03,1.8855e+01,1.3532e+03,1.8796e+01,5.5615e+02,4.4722e+00,5.7376e+02
6.6384e+00,1.9227e+01,2.2102e+03,1.9201e+01,2.2102e+03,1.8924e+01,1.3607e+03,1.8866e+01,5.9464e+02,4.7635e+00,6.1170e+02
6.9938e+00,1.9224e+01,2.2102e+03,1.9204e+01,2.2102e+03,1.8980e+01,1.3668e+03,1.8923e+01,6.3328e+02,5.0557e+00,6.4975e+02
7.3493e+00,1.9222e+01,2.2102e+03,1.9206e+01,2.2102e+03,1.9026e+01,1.3717e+03,1.8970e+01,6.7202e+02,5.3486e+00,6.8790e+02
7.7048e+00,1.9220e+01,2.2102e+03,1.9207e+01,2.2102e+03,1.9064e+01,1.3757e+03,1.9009e+01,7.1085e+02,5.6419e+00,7.2611e+02
8.1290e+00,1.9219e+01,2.2102e+03,1.9209e+01,2.2102e+03,1.9100e+01,1.3794e+03,1.9046e+01,7.5727e+02,5.9923e+00,7.7178e+02
8.5533e+00,1.9217e+01,2.2102e+03,1.9210e+01,2.2102e+03,1.9128e+01,1.3822e+03,1.9076e+01,8.0373e+02,6.3430e+00,8.1747e+02
8.9775e+00,1.9216e+01,2.2102e+03,1.9211e+01,2.2102e+03,1.9150e+01,1.3843e+03,1.9099e+01,8.5021e+02,6.6936e+00,8.6317e+02
9.4017e+00,1.9216e+01,2.2102e+03,1.9212e+01,2.2102e+03,1.9167e+01,1.3859e+03,1.9118e+01,8.9669e+02,7.0442e+00,9.0886e+02
9.8260e+00,1.9215e+01,2.2102e+03,1.9212e+01,2.2102e+03,1.9181e+01,1.3870e+03,1.9132e+01,9.4315e+02,7.3945e+00,9.5452e+02
1.0250e+01,1.9214e+01,2.2102e+03,1.9212e+01,2.2102e+03,1.9191e+01,1.3877e+03,1.9144e+01,9.8957e+02,7.7444e+00,1.0001e+03
1.0778e+01,1.9214e+01,2.2102e+03,1.9213e+01,2.2102e+03,1.9200e+01,1.3882e+03,1.9154e+01,1.0472e+03,8.1785e+00,1.0567e+03
1.1305e+01,1.9213e+01,2.2102e+03,1.9213e+01,2.2102e+03,1.9206e+01,1.3885e+03,1.9162e+01,1.1047e+03,8.6117e+00,1.1132e+03
1.1832e+01,1.9213e+01,2.2102e+03,1.9213e+01,2.2102e+03,1.9210e+01,1.3884e+03,1.9168e+01,1.1620e+03,9.0439e+00,1.1695e+03
