t/s,CO2_exc,Bic_exc,CO2_srf,Bic_srf,CO2_cyt,Bic_cyt,CO2_chp,Bic_chp,CO2_pyr,Bic_pyr
5.4472e+02,1.2938e+01,2.2026e+03,1.2799e+01,2.2026e+03,1.1286e+01,6.6458e+02,1.1540e+01,9.8264e+03,7.3189e+01,9.5639e+03
5.4972e+02,1.2894e+01,2.2024e+03,1.2755e+01,2.2024e+03,1.1238e+01,6.6130e+02,1.1492e+01,9.7878e+03,7.2894e+01,9.5256e+03
5.5472e+02,1.2851e+01,2.2022e+03,1.2712e+01,2.2022e+03,1.1192e+01,6.5807e+02,1.1445e+01,9.7495e+03,7.2601e+01,9.4875e+03
5.5972e+02,1.2808e+01,2.2021e+03,1.2669e+01,2.2021e+03,1.1146e+01,6.5490e+02,1.1398e+01,9.7114e+03,7.2311e+01,9.4498e+03
5.6472e+02,1.2767e+01,2.2019e+03,1.2627e+01,2.2019e+03,1.1102e+01,6.5178e+02,1.1352e+01,9.6737e+03,7.2023e+01,9.4124e+03
5.6972e+02,1.2726e+01,2.2018e+03,1.2585e+01,2.2018e+03,1.1058e+01,6.4873e+02,1.1307e+01,9.6363e+03,7.1738e+01,9.3752e+03
5.7472e+02,1.2685e+01,2.2016e+03,1.2545e+01,2.2016e+03,1.1014e+01,6.4573e+02,1.1263e+01,9.5992e+03,7.1454e+01,9.3384e+03
5.7972e+02,1.2645e+01,2.2014e+03,1.2505e+01,2.2014e+03,1.0972e+01,6.4278e+02,1.1219e+01,9.5624e+03,7.1174e+01,9.3019e+03
5.8472e+02,1.2606e+01,2.2013e+03,1.2465e+01,2.2013e+03,1.0930e+01,6.3989e+02,1.1176e+01,9.5260e+03,7.0896e+01,9.2658e+03
5.8972e+02,1.2567e+01,2.2011e+03,1.2426e+01,2.2011e+03,1.0889e+01,6.3705e+02,1.1134e+01,9.4899e+03,7.0621e+01,9.2300e+03
5.9472e+02,1.2529e+01,2.2010e+03,1.2388e+01,2.2010e+03,1.0848e+01,6.3427e+02,1.1093e+01,9.4542e+03,7.0349e+01,9.1946e+03
5.9972e+02,1.2492e+01,2.2008e+03,1.2351e+01,2.2008e+03,1.0808e+01,6.3154e+02,1.1052e+01,9.4188e+03,7.0079e+01,9.1596e+03
6.0472e+02,1.2455e+01,2.2006e+03,1.2314e+01,2.2006e+03,1.0769e+01,6.2885e+02,1.1012e+01,9.3839e+03,6.9813e+01,9.1249e+03
6.0972e+02,1.2419e+01,2.2004e+03,1.2278e+01,2.2004e+03,1.0731e+01,6.2622e+02,1.0973e+01,9.3493e+03,6.9549e+01,9.0907e+03
6.1472e+02,1.2384e+01,2.2003e+03,1.2242e+01,2.2003e+03,1.0693e+01,6.2364e+02,1.0934e+01,9.3151e+03,6.9289e+01,9.0568e+03
6.1972e+02,1.2349e+01,2.2001e+03,1.2207e+01,2.2001e+03,1.0656e+01,6.2111e+02,1.0896e+01,9.2813e+03,6.9032e+01,9.0233e+03
6.2472e+02,1.2315e+01,2.1999e+03,1.2172e+01,2.1999e+03,1.0620e+01,6.1863e+02,1.0859e+01,9.2480e+03,6.8777e+01,8.9902e+03
6.2972e+02,1.2281e+01,2.1998e+03,1.2138e+01,2.1998e+03,1.0584e+01,6.1619e+02,1.0823e+01,9.2150e+03,6.8526e+01,8.9576e+03
6.3472e+02,1.2248e+01,2.1996e+03,1.2105e+01,2.1996e+03,1.0549e+01,6.1380e+02,1.0787e+01,9.1824e+03,6.8278e+01,8.9253e+03
6.3972e+02,1.2215e+01,2.1994e+03,1.2072e+01,2.1994e+03,1.0515e+01,6.1145e+02,1.0751e+01,9.1503e+03,6.8033e+01,8.8935e+03
6.4472e+02,1.2183e+01,2.1992e+03,1.2040e+01,2.1992e+03,1.0481e+01,6.0915e+02,1.0717e+01,9.1185e+03,6.7792e+01,8.8620e+03
6.4972e+02,1.2152e+01,2.1991e+03,1.2009e+01,2.1991e+03,1.0448e+01,6.0690e+02,1.0683e+01,9.0872e+03,6.7553e+01,8.8310e+03
6.5472e+02,1.2121e+01,2.1989e+03,1.1978e+01,2.1989e+03,1.0415e+01,6.0469e+02,1.0649e+01,9.0563e+03,6.7318e+01,8.8004e+03
6.5972e+02,1.2091e+01,2.1987e+03,1.1947e+01,2.1987e+03,1.0383e+01,6.0252e+02,1.0616e+01,9.0259e+03,6.7086e+01,8.7703e+03
6.6472e+02,1.2061e+01,2.1985e+03,1.1917e+01,2.1985e+03,1.0352e+01,6.0039e+02,1.0584e+01,8.9958e+03,6.6858e+01,8.7405e+03
6.6972e+02,1.2032e+01,2.1984e+03,1.1888e+01,2.1984e+03,1.0321e+01,5.9830e+02,1.0553e+01,8.9662e+03,6.6632e+01,8.7112e+03
6.7472e+02,1.2003e+01,2.1982e+03,1.1859e+01,2.1982e+03,1.0291e+01,5.9626e+02,1.0522e+01,8.9370e+03,6.6410e+01,8.6823e+03
6.7972e+02,1.1974e+01,2.1980e+03,1.1831e+01,2.1980e+03,1.0261e+01,5.9425e+02,1.0491e+01,8.9082e+03,6.6191e+01,8.6538e+03
6.8472e+02,1.1947e+01,2.1978e+03,1.1803e+01,2.1978e+03,1.0232e+01,5.9229e+02,1.0461e+01,8.8799e+03,6.5976e+01,8.6258e+03
6.8972e+02,1.1919e+01,2.1977e+03,1.1775e+01,2.1977e+03,1.0203e+01,5.9036e+02,1.0432e+01,8.8520e+03,6.5763e+01,8.5981e+03
6.9472e+02,1.1893e+01,2.1975e+03,1.1748e+01,2.1975e+03,1.0175e+01,5.8847e+02,1.0403e+01,8.8244e+03,6.5554e+01,8.5709e+03
6.9972e+02,1.1866e+01,2.1973e+03,1.1722e+01,2.1973e+03,1.0148e+01,5.8662e+02,1.0375e+01,8.7974e+03,6.5348e+01,8.5441e+03
7.0472e+02,1.1841e+01,2.1971e+03,1.1696e+01,2.1971e+03,1.0121e+01,5.8480e+02,1.0347e+01,8.7707e+03,6.5145e+01,8.5177e+03
7.0972e+02,1.1815e+01,2.1969e+03,1.1671e+01,2.1969e+03,1.0094e+01,5.8302e+02,1.0320e+01,8.7444e+03,6.4946e+01,8.4917e+03
7.1472e+02,1.1790e+01,2.1967e+03,1.1646e+01,2.1967e+03,1.0068e+01,5.8128e+02,1.0293e+01,8.7186e+03,6.4749e+01,8.4662e+03
7.1972e+02,1.1766e+01,2.1966e+03,1.1621e+01,2.1966e+03,1.0043e+01,5.7957e+02,1.0267e+01,8.6932e+03,6.4556e+01,8.4410e+03
7.2472e+02,1.1742e+01,2.1964e+03,1.1597e+01,2.1964e+03,1.0018e+01,5.7790e+02,1.0241e+01,8.6681e+03,6.4366e+01,8.4163e+03
7.2972e+02,1.1719e+01,2.1962e+03,1.1574e+01,2.1962e+03,9.9933e+00,5.7625e+02,1.0216e+01,8.6435e+03,6.4179e+01,8.3919e+03
7.3472e+02,1.1695e+01,2.1960e+03,1.1550e+01,2.1960e+03,9.9693e+00,5.7464e+02,1.0192e+01,8.6193e+03,6.3995e+01,8.3680e+03
7.3972e+02,1.1673e+01,2.1958e+03,1.1528e+01,2.1958e+03,9.9457e+00,5.7307e+02,1.0167e+01,8.5955e+03,6.3814e+01,8.3444e+03
7.4472e+02,1.1651e+01,2.1956e+03,1.1505e+01,2.1956e+03,9.9226e+00,5.7152e+02,1.0144e+01,8.5721e+03,6.3636e+01,8.3213e+03
7.4972e+02,1.1629e+01,2.1954e+03,1.1483e+01,2.1954e+03,9.8999e+00,5.7001e+02,1.0120e+01,8.5490e+03,6.3461e+01,8.2985e+03
7.5472e+02,1.1607e+01,2.1953e+03,1.1462e+01,2.1953e+03,9.8776e+00,5.6852e+02,1.0097e+01,8.5264e+03,6.3288e+01,8.2761e+03
7.5972e+02,1.1586e+01,2.1951e+03,1.1441e+01,2.1951e+03,9.8558e+00,5.6707e+02,1.0075e+01,8.5041e+03,6.3119e+01,8.2541e+03
7.6472e+02,1.1566e+01,2.1949e+03,1.1420e+01,2.1949e+03,9.8344e+00,5.6564e+02,1.0053e+01,8.4822e+03,6.2953e+01,8.2324e+03
7.6972e+02,1.1545e+01,2.1947e+03,1.1400e+01,2.1947e+03,9.8135e+00,5.6424e+02,1.0031e+01,8.4607e+03,6.2790e+01,8.2112e+03
7.7472e+02,1.1526e+01,2.1945e+03,1.1380e+01,2.1945e+03,9.7929e+00,5.6288e+02,1.0010e+01,8.4396e+03,6.2629e+01,8.1903e+03
7.7972e+02,1.1506e+01,2.1943e+03,1.1360e+01,2.1943e+03,9.7727e+00,5.6154e+02,9.9896e+00,8.4188e+03,6.2471e+01,8.1698e+03
7.8472e+02,1.1487e+01,2.1941e+03,1.1341e+01,2.1941e+03,9.7530e+00,5.6022e+02,9.9693e+00,8.3984e+03,6.2316e+01,8.1496e+03
7.8972e+02,1.1468e+01,2.1939e+03,1.1323e+01,2.1939e+03,9.7336e+00,5.5893e+02,9.9494e+00,8.3784e+03,6.2164e+01,8.1298e+03
7.9472e+02,1.1450e+01,2.1937e+03,1.1304e+01,2.1937e+03,9.7146e+00,5.5767e+02,9.9298e+00,8.3587e+03,6.2015e+01,8.1103e+03
7.9972e+02,1.1432e+01,2.1935e+03,1.1286e+01,2.1935e+03,9.6960e+00,5.5644e+02,9.9107e+00,8.3393e+03,6.1868e+01,8.0912e+03
8.0472e+02,1.1414e+01,2.1933e+03,1.1268e+01,2.1933e+03,9.6777e+00,5.5523e+02,9.8919e+00,8.3203e+03,6.1723e+01,8.0724e+03
8.0972e+02,1.1397e+01,2.1932e+03,1.1251e+01,2.1932e+03,9.6598e+00,5.5404e+02,9.8735e+00,8.3017e+03,6.1582e+01,8.0540e+03
8.1472e+02,1.1380e+01,2.1930e+03,1.1234e+01,2.1930e+03,9.6423e+00,5.5288e+02,9.8554e+00,8.2833e+03,6.1443e+01,8.0358e+03
8.1972e+02,1.1363e+01,2.1928e+03,1.1217e+01,2.1928e+03,9.6250e+00,5.5174e+02,9.8377e+00,8.2653e+03,6.1306e+01,8.0181e+03
8.2472e+02,1.1347e+01,2.1926e+03,1.1201e+01,2.1926e+03,9.6082e+00,5.5062e+02,9.8204e+00,8.2477e+03,6.1172e+01,8.0006e+03
8.2972e+02,1.1331e+01,2.1924e+03,1.1185e+01,2.1924e+03,9.5916e+00,5.4953e+02,9.8034e+00,8.2303e+03,6.1040e+01,7.9834e+03
8.3472e+02,1.1315e+01,2.1922e+03,1.1169e+01,2.1922e+03,9.5754e+00,5.4846e+02,9.7867e+00,8.2133e+03,6.0911e+01,7.9666e+03
8.3972e+02,1.1299e+01,2.1920e+03,1.1153e+01,2.1920e+03,9.5596e+00,5.4741e+02,9.7703e+00,8.1965e+03,6.0784e+01,7.9501e+03
8.4472e+02,1.1284e+01,2.1918e+03,1.1138e+01,2.1918e+03,9.5440e+00,5.4638e+02,9.7543e+00,8.1801e+03,6.0659e+01,7.9339e+03
8.4972e+02,1.1269e+01,2.1916e+03,1.1123e+01,2.1916e+03,9.5287e+00,5.4537e+02,9.7386e+00,8.1640e+03,6.0537e+01,7.9179e+03
8.5472e+02,1.1255e+01,2.1914e+03,1.1108e+01,2.1914e+03,9.5138e+00,5.4439e+02,9.7232e+00,8.1482e+03,6.0417e+01,7.9023e+03
8.5972e+02,1.1240e+01,2.1912e+03,1.1094e+01,2.1912e+03,9.4991e+00,5.4342e+02,9.7081e+00,8.1327e+03,6.0299e+01,7.8870e+03
8.6472e+02,1.1226e+01,2.1910e+03,1.1080e+01,2.1910e+03,9.4847e+00,5.4247e+02,9.6933e+00,8.1174e+03,6.0183e+01,7.8719e+03
8.6972e+02,1.1213e+01,2.1908e+03,1.1066e+01,2.1908e+03,9.4706e+00,5.4154e+02,9.6788e+00,8.1025e+03,6.0070e+01,7.8571e+03
8.7472e+02,1.1199e+01,2.1906e+03,1.1053e+01,2.1906e+03,9.4568e+00,5.4063e+02,9.6646e+00,8.0878e+03,5.9958e+01,7.8426e+03
8.7972e+02,1.1186e+01,2.1904e+03,1.1040e+01,2.1904e+03,9.4433e+00,5.3974e+02,9.6507e+00,8.0734e+03,5.9849e+01,7.8284e+03
8.8472e+02,1.1173e+01,2.1902e+03,1.1027e+01,2.1902e+03,9.4300e+00,5.3887e+02,9.6370e+00,8.0592e+03,5.9742e+01,7.8144e+03
8.8972e+02,1.1160e+01,2.1900e+03,1.1014e+01,2.1900e+03,9.4170e+00,5.3802e+02,9.6236e+00,8.0453e+03,5.9636e+01,7.8007e+03
8.9472e+02,1.1148e+01,2.1898e+03,1.1001e+01,2.1898e+03,9.4042e+00,5.3718e+02,9.6105e+00,8.0317e+03,5.9533e+01,7.7873e+03
8.9972e+02,1.1135e+01,2.1896e+03,1.0989e+01,2.1896e+03,9.3917e+00,5.3636e+02,9.5976e+00,8.0184e+03,5.9432e+01,7.7741e+03
9.0472e+02,1.1123e+01,2.1894e+03,1.0977e+01,2.1894e+03,9.3795e+00,5.3555e+02,9.5850e+00,8.0052e+03,5.9332e+01,7.7611e+03
9.0972e+02,1.1112e+01,2.1892e+03,1.0965e+01,2.1892e+03,9.3674e+00,5.3476e+02,9.5726e+00,7.9924e+03,5.9235e+01,7.7484e+03
9.1472e+02,1.1100e+01,2.1890e+03,1.0954e+01,2.1890e+03,9.3557e+00,5.3399e+02,9.5605e+00,7.9797e+03,5.9139e+01,7.7360e+03
9.1972e+02,1.1089e+01,2.1888e+03,1.0942e+01,2.1888e+03,9.3441e+00,5.3323e+02,9.5486e+00,7.9674e+03,5.9045e+01,7.7237e+03
9.2472e+02,1.1078e+01,2.1886e+03,1.0931e+01,2.1886e+03,9.3328e+00,5.3249e+02,9.5370e+00,7.9552e+03,5.8953e+01,7.7117e+03
9.2972e+02,1.1067e+01,2.1884e+03,1.0920e+01,2.1884e+03,9.3217e+00,5.3177e+02,9.5256e+00,7.9433e+03,5.8862e+01,7.6999e+03
9.3472e+02,1.1056e+01,2.1882e+03,1.0909e+01,2.1882e+03,9.3108e+00,5.3105e+02,9.5144e+00,7.9316e+03,5.8773e+01,7.6884e+03
9.3972e+02,1.1046e+01,2.1880e+03,1.0899e+01,2.1880e+03,9.3001e+00,5.3036e+02,9.5034e+00,7.9201e+03,5.8686e+01,7.6770e+03
9.4472e+02,1.1035e+01,2.1878e+03,1.0889e+01,2.1878e+03,9.2897e+00,5.2967e+02,9.4926e+00,7.9088e+03,5.8601e+01,7.6659e+03
9.4972e+02,1.1025e+01,2.1876e+03,1.0879e+01,2.1876e+03,9.2794e+00,5.2900e+02,9.4821e+00,7.8978e+03,5.8517e+01,7.6550e+03
9.5472e+02,1.1015e+01,2.1874e+03,1.0869e+01,2.1874e+03,9.2694e+00,5.2834e+02,9.4717e+00,7.8869e+03,5.8435e+01,7.6443e+03
9.5972e+02,1.1006e+01,2.1872e+03,1.0859e+01,2.1872e+03,9.2595e+00,5.2770e+02,9.4616e+00,7.8763e+03,5.8354e+01,7.6338e+03
9.6472e+02,1.0996e+01,2.1870e+03,1.0849e+01,2.1870e+03,9.2499e+00,5.2707e+02,9.4516e+00,7.8658e+03,5.8275e+01,7.6235e+03
9.6972e+02,1.0987e+01,2.1868e+03,1.0840e+01,2.1868e+03,9.2404e+00,5.2645e+02,9.4418e+00,7.8556e+03,5.8197e+01,7.6134e+03
9.7472e+02,1.0978e+01,2.1866e+03,1.0831e+01,2.1866e+03,9.2311e+00,5.2584e+02,9.4323e+00,7.8455e+03,5.8121e+01,7.6034e+03
9.7972e+02,1.0969e+01,2.1864e+03,1.0822e+01,2.1864e+03,9.2220e+00,5.2525e+02,9.4229e+00,7.8356e+03,5.8046e+01,7.5937e+03
9.8472e+02,1.0960e+01,2.1862e+03,1.0813e+01,2.1862e+03,9.2130e+00,5.2467e+02,9.4137e+00,7.8260e+03,5.7973e+01,7.5841e+03
9.8972e+02,1.0951e+01,2.1860e+03,1.0804e+01,2.1860e+03,9.2043e+00,5.2409e+02,9.4047e+00,7.8165e+03,5.7901e+01,7.5747e+03
9.9472e+02,1.0943e+01,2.1858e+03,1.0796e+01,2.1858e+03,9.1957e+00,5.2353e+02,9.3958e+00,7.8071e+03,5.7830e+01,7.5655e+03
9.9972e+02,1.0934e+01,2.1856e+03,1.0787e+01,2.1856e+03,9.1873e+00,5.2299e+02,9.3871e+00,7.7980e+03,5.7761e+01,7.5565e+03
1.0047e+03,1.0926e+01,2.1854e+03,1.0779e+01,2.1854e+03,9.1790e+00,5.2245e+02,9.3786e+00,7.7890e+03,5.7693e+01,7.5476e+03
1.0097e+03,1.0918e+01,2.1852e+03,1.0771e+01,2.1852e+03,9.1709e+00,5.2192e+02,9.3703e+00,7.7802e+03,5.7626e+01,7.5390e+03
1.0147e+03,1.0910e+01,2.1850e+03,1.0763e+01,2.1850e+03,9.1629e+00,5.2140e+02,9.3621e+00,7.7715e+03,5.7560e+01,7.5304e+03
1.0197e+03,1.0902e+01,2.1848e+03,1.0756e+01,2.1848e+03,9.1551e+00,5.2089e+02,9.3540e+00,7.7630e+03,5.7496e+01,7.5220e+03
1.0247e+03,1.0895e+01,2.1846e+03,1.0748e+01,2.1846e+03,9.1475e+00,5.2040e+02,9.3462e+00,7.7547e+03,5.7433e+01,7.5138e+03
1.0297e+03,1.0887e+01,2.1844e+03,1.0740e+01,2.1844e+03,9.1399e+00,5.1991e+02,9.3384e+00,7.7465e+03,5.7371e+01,7.5057e+03
1.0347e+03,1.0880e+01,2.1842e+03,1.0733e+01,2.1842e+03,9.1326e+00,5.1943e+02,9.3308e+00,7.7385e+03,5.7310e+01,7.4978e+03
1.0397e+03,1.0873e+01,2.1840e+03,1.0726e+01,2.1840e+03,9.1254e+00,5.1896e+02,9.3234e+00,7.7306e+03,5.7250e+01,7.4901e+03
1.0447e+03,1.0866e+01,2.1838e+03,1.0719e+01,2.1838e+03,9.1183e+00,5.1850e+02,9.3161e+00,7.7229e+03,5.7192e+01,7.4824e+03
1.0497e+03,1.0859e+01,2.1836e+03,1.0712e+01,2.1836e+03,9.1113e+00,5.1805e+02,9.3089e+00,7.7153e+03,5.7134e+01,7.4749e+03
1.0547e+03,1.0852e+01,2.1834e+03,1.0705e+01,2.1834e+03,9.1045e+00,5.1760e+02,9.3019e+00,7.7078e+03,5.7078e+01,7.4676e+03
1.0597e+03,1.0845e+01,2.1832e+03,1.0699e+01,2.1832e+03,9.0978e+00,5.1717e+02,9.2950e+00,7.7005e+03,5.7022e+01,7.4604e+03
1.0647e+03,1.0839e+01,2.1829e+03,1.0692e+01,2.1829e+03,9.0912e+00,5.1674e+02,9.2882e+00,7.6933e+03,5.6968e+01,7.4533e+03
1.0697e+03,1.0832e+01,2.1827e+03,1.0686e+01,2.1827e+03,9.0847e+00,5.1632e+02,9.2815e+00,7.6863e+03,5.6914e+01,7.4463e+03
1.0747e+03,1.0826e+01,2.1825e+03,1.0679e+01,2.1825e+03,9.0784e+00,5.1591e+02,9.2750e+00,7.6794e+03,5.6862e+01,7.4395e+03
1.0797e+03,1.0820e+01,2.1823e+03,1.0673e+01,2.1823e+03,9.0722e+00,5.1551e+02,9.2686e+00,7.6726e+03,5.6810e+01,7.4328e+03
1.0847e+03,1.0814e+01,2.1821e+03,1.0667e+01,2.1821e+03,9.0661e+00,5.1512e+02,9.2623e+00,7.6659e+03,5.6760e+01,7.4262e+03
1.0897e+03,1.0808e+01,2.1819e+03,1.0661e+01,2.1819e+03,9.0601e+00,5.1473e+02,9.2561e+00,7.6593e+03,5.6710e+01,7.4197e+03
1.0947e+03,1.0802e+01,2.1817e+03,1.0655e+01,2.1817e+03,9.0542e+00,5.1435e+02,9.2501e+00,7.6529e+03,5.6661e+01,7.4134e+03
1.0997e+03,1.0796e+01,2.1815e+03,1.0649e+01,2.1815e+03,9.0484e+00,5.1397e+02,9.2441e+00,7.6466e+03,5.6613e+01,7.4071e+03
1.1047e+03,1.0790e+01,2.1813e+03,1.0644e+01,2.1813e+03,9.0427e+00,5.1361e+02,9.2383e+00,7.6403e+03,5.6566e+01,7.4010e+03
1.1097e+03,1.0785e+01,2.1811e+03,1.0638e+01,2.1811e+03,9.0371e+00,5.1325e+02,9.2325e+00,7.6342e+03,5.6520e+01,7.3950e+03
1.1147e+03,1.0779e+01,2.1809e+03,1.0632e+01,2.1809e+03,9.0317e+00,5.1289e+02,9.2269e+00,7.6282e+03,5.6475e+01,7.3890e+03
1.1197e+03,1.0774e+01,2.1807e+03,1.0627e+01,2.1807e+03,9.0263e+00,5.1254e+02,9.2214e+00,7.6223e+03,5.6430e+01,7.3832e+03
1.1247e+03,1.0769e+01,2.1805e+03,1.0622e+01,2.1805e+03,9.0210e+00,5.1220e+02,9.2159e+00,7.6166e+03,5.6386e+01,7.3775e+03
1.1297e+03,1.0763e+01,2.1803e+03,1.0617e+01,2.1803e+03,9.0158e+00,5.1187e+02,9.2106e+00,7.6109e+03,5.6343e+01,7.3719e+03
1.1347e+03,1.0758e+01,2.1801e+03,1.0611e+01,2.1801e+03,9.0107e+00,5.1154e+02,9.2053e+00,7.6053e+03,5.6301e+01,7.3664e+03
1.1397e+03,1.0753e+01,2.1799e+03,1.0606e+01,2.1799e+03,9.0057e+00,5.1122e+02,9.2002e+00,7.5998e+03,5.6259e+01,7.3610e+03
1.1447e+03,1.0748e+01,2.1797e+03,1.0601e+01,2.1797e+03,9.0008e+00,5.1090e+02,9.1951e+00,7.5944e+03,5.6218e+01,7.3557e+03
1.1497e+03,1.0743e+01,2.1795e+03,1.0597e+01,2.1795e+03,8.9959e+00,5.1059e+02,9.1901e+00,7.5891e+03,5.6178e+01,7.3504e+03
1.1547e+03,1.0739e+01,2.1792e+03,1.0592e+01,2.1792e+03,8.9912e+00,5.1028e+02,9.1852e+00,7.5839e+03,5.6139e+01,7.3453e+03
1.1597e+03,1.0734e+01,2.1790e+03,1.0587e+01,2.1790e+03,8.9865e+00,5.0998e+02,9.1804e+00,7.5787e+03,5.6100e+01,7.3402e+03
1.1647e+03,1.0729e+01,2.1788e+03,1.0583e+01,2.1788e+03,8.9819e+00,5.0969e+02,9.1757e+00,7.5737e+03,5.6061e+01,7.3352e+03
1.1697e+03,1.0725e+01,2.1786e+03,1.0578e+01,2.1786e+03,8.9774e+00,5.0940e+02,9.1710e+00,7.5687e+03,5.6024e+01,7.3304e+03
